NAME_1,NAME_0,GID_1,admin0
Badakhshan,Afghanistan,AFG.1_1,AFG
Badghis,Afghanistan,AFG.2_1,AFG
Baghlan,Afghanistan,AFG.3_1,AFG
Balkh,Afghanistan,AFG.4_1,AFG
Bamyan,Afghanistan,AFG.5_1,AFG
Daykundi,Afghanistan,AFG.6_1,AFG
Farah,Afghanistan,AFG.7_1,AFG
Faryab,Afghanistan,AFG.8_1,AFG
Ghazni,Afghanistan,AFG.9_1,AFG
Ghor,Afghanistan,AFG.10_1,AFG
Hilmand,Afghanistan,AFG.11_1,AFG
Hirat,Afghanistan,AFG.12_1,AFG
Jawzjan,Afghanistan,AFG.13_1,AFG
Kabul,Afghanistan,AFG.14_1,AFG
Kandahar,Afghanistan,AFG.15_1,AFG
Kapisa,Afghanistan,AFG.16_1,AFG
Khost,Afghanistan,AFG.17_1,AFG
Kunar,Afghanistan,AFG.18_1,AFG
Kunduz,Afghanistan,AFG.19_1,AFG
Laghman,Afghanistan,AFG.20_1,AFG
Logar,Afghanistan,AFG.21_1,AFG
Nangarhar,Afghanistan,AFG.22_1,AFG
Nimroz,Afghanistan,AFG.23_1,AFG
Nuristan,Afghanistan,AFG.24_1,AFG
Paktika,Afghanistan,AFG.25_1,AFG
Paktya,Afghanistan,AFG.26_1,AFG
Panjshir,Afghanistan,AFG.27_1,AFG
Parwan,Afghanistan,AFG.28_1,AFG
Samangan,Afghanistan,AFG.29_1,AFG
Sari Pul,Afghanistan,AFG.30_1,AFG
Takhar,Afghanistan,AFG.31_1,AFG
Uruzgan,Afghanistan,AFG.32_1,AFG
Wardak,Afghanistan,AFG.33_1,AFG
Zabul,Afghanistan,AFG.34_1,AFG
Berat,Albania,ALB.1_1,ALB
Dibër,Albania,ALB.2_1,ALB
Durrës,Albania,ALB.3_1,ALB
Elbasan,Albania,ALB.4_1,ALB
Fier,Albania,ALB.5_1,ALB
Gjirokastër,Albania,ALB.6_1,ALB
Korçë,Albania,ALB.7_1,ALB
Kukës,Albania,ALB.8_1,ALB
Lezhë,Albania,ALB.9_1,ALB
Shkodër,Albania,ALB.10_1,ALB
Tiranë,Albania,ALB.11_1,ALB
Vlorë,Albania,ALB.12_1,ALB
Adrar,Algeria,DZA.1_1,DZA
Aïn Defla,Algeria,DZA.2_1,DZA
Aïn Témouchent,Algeria,DZA.3_1,DZA
Alger,Algeria,DZA.4_1,DZA
Annaba,Algeria,DZA.5_1,DZA
Batna,Algeria,DZA.6_1,DZA
Béchar,Algeria,DZA.7_1,DZA
Béjaïa,Algeria,DZA.8_1,DZA
Biskra,Algeria,DZA.9_1,DZA
Blida,Algeria,DZA.10_1,DZA
Bordj Bou Arréridj,Algeria,DZA.11_1,DZA
Bouira,Algeria,DZA.12_1,DZA
Boumerdès,Algeria,DZA.13_1,DZA
Chlef,Algeria,DZA.14_1,DZA
Constantine,Algeria,DZA.15_1,DZA
Djelfa,Algeria,DZA.16_1,DZA
El Bayadh,Algeria,DZA.17_1,DZA
El Oued,Algeria,DZA.18_1,DZA
El Tarf,Algeria,DZA.19_1,DZA
Ghardaïa,Algeria,DZA.20_1,DZA
Guelma,Algeria,DZA.21_1,DZA
Illizi,Algeria,DZA.22_1,DZA
Jijel,Algeria,DZA.23_1,DZA
Khenchela,Algeria,DZA.24_1,DZA
Laghouat,Algeria,DZA.25_1,DZA
M'Sila,Algeria,DZA.26_1,DZA
Mascara,Algeria,DZA.27_1,DZA
Médéa,Algeria,DZA.28_1,DZA
Mila,Algeria,DZA.29_1,DZA
Mostaganem,Algeria,DZA.30_1,DZA
Naâma,Algeria,DZA.31_1,DZA
Oran,Algeria,DZA.32_1,DZA
Ouargla,Algeria,DZA.33_1,DZA
Oum el Bouaghi,Algeria,DZA.34_1,DZA
Relizane,Algeria,DZA.35_1,DZA
Saïda,Algeria,DZA.36_1,DZA
Sétif,Algeria,DZA.37_1,DZA
Sidi Bel Abbès,Algeria,DZA.38_1,DZA
Skikda,Algeria,DZA.39_1,DZA
Souk Ahras,Algeria,DZA.40_1,DZA
Tamanghasset,Algeria,DZA.41_1,DZA
Tébessa,Algeria,DZA.42_1,DZA
Tiaret,Algeria,DZA.43_1,DZA
Tindouf,Algeria,DZA.44_1,DZA
Tipaza,Algeria,DZA.45_1,DZA
Tissemsilt,Algeria,DZA.46_1,DZA
Tizi Ouzou,Algeria,DZA.47_1,DZA
Tlemcen,Algeria,DZA.48_1,DZA
Eastern,American Samoa,ASM.1_1,ASM
Manu'a,American Samoa,ASM.2_1,ASM
Unorganized,American Samoa,ASM.3_1,ASM
Western,American Samoa,ASM.4_1,ASM
Andorra la Vella,Andorra,AND.1_1,AND
Canillo,Andorra,AND.2_1,AND
Encamp,Andorra,AND.3_1,AND
Escaldes-Engordany,Andorra,AND.4_1,AND
La Massana,Andorra,AND.5_1,AND
Ordino,Andorra,AND.6_1,AND
Sant Julià de Lòria,Andorra,AND.7_1,AND
Bengo,Angola,AGO.1_1,AGO
Benguela,Angola,AGO.2_1,AGO
Bié,Angola,AGO.3_1,AGO
Cabinda,Angola,AGO.4_1,AGO
Cuando Cubango,Angola,AGO.5_1,AGO
Cuanza Norte,Angola,AGO.6_1,AGO
Cuanza Sul,Angola,AGO.7_1,AGO
Cunene,Angola,AGO.8_1,AGO
Huambo,Angola,AGO.9_1,AGO
Huíla,Angola,AGO.10_1,AGO
Luanda,Angola,AGO.11_1,AGO
Lunda Norte,Angola,AGO.12_1,AGO
Lunda Sul,Angola,AGO.13_1,AGO
Malanje,Angola,AGO.14_1,AGO
Moxico,Angola,AGO.15_1,AGO
Namibe,Angola,AGO.16_1,AGO
Uíge,Angola,AGO.17_1,AGO
Zaire,Angola,AGO.18_1,AGO
NA,Anguilla,NA,AIA
NA,Antarctica,NA,ATA
Barbuda,Antigua and Barbuda,ATG.1_1,ATG
Redonda,Antigua and Barbuda,ATG.2_1,ATG
Saint George,Antigua and Barbuda,ATG.3_1,ATG
Saint John,Antigua and Barbuda,ATG.4_1,ATG
Saint Mary,Antigua and Barbuda,ATG.5_1,ATG
Saint Paul,Antigua and Barbuda,ATG.6_1,ATG
Saint Peter,Antigua and Barbuda,ATG.7_1,ATG
Saint Philip,Antigua and Barbuda,ATG.8_1,ATG
Buenos Aires,Argentina,ARG.1_1,ARG
Catamarca,Argentina,ARG.2_1,ARG
Chaco,Argentina,ARG.3_1,ARG
Chubut,Argentina,ARG.4_1,ARG
Ciudad de Buenos Aires,Argentina,ARG.5_1,ARG
Córdoba,Argentina,ARG.6_1,ARG
Corrientes,Argentina,ARG.7_1,ARG
Entre Ríos,Argentina,ARG.8_1,ARG
Formosa,Argentina,ARG.9_1,ARG
Jujuy,Argentina,ARG.10_1,ARG
La Pampa,Argentina,ARG.11_1,ARG
La Rioja,Argentina,ARG.12_1,ARG
Mendoza,Argentina,ARG.13_1,ARG
Misiones,Argentina,ARG.14_1,ARG
Neuquén,Argentina,ARG.15_1,ARG
Río Negro,Argentina,ARG.16_1,ARG
Salta,Argentina,ARG.17_1,ARG
San Juan,Argentina,ARG.18_1,ARG
San Luis,Argentina,ARG.19_1,ARG
Santa Cruz,Argentina,ARG.20_1,ARG
Santa Fe,Argentina,ARG.21_1,ARG
Santiago del Estero,Argentina,ARG.22_1,ARG
Tierra del Fuego,Argentina,ARG.23_1,ARG
Tucumán,Argentina,ARG.24_1,ARG
Aragatsotn,Armenia,ARM.1_1,ARM
Ararat,Armenia,ARM.2_1,ARM
Armavir,Armenia,ARM.3_1,ARM
Erevan,Armenia,ARM.4_1,ARM
Gegharkunik,Armenia,ARM.5_1,ARM
Kotayk,Armenia,ARM.6_1,ARM
Lori,Armenia,ARM.7_1,ARM
Shirak,Armenia,ARM.8_1,ARM
Syunik,Armenia,ARM.9_1,ARM
Tavush,Armenia,ARM.10_1,ARM
Vayots Dzor,Armenia,ARM.11_1,ARM
NA,Aruba,NA,ABW
Ashmore and Cartier Islands,Australia,AUS.1_1,AUS
Australian Capital Territory,Australia,AUS.2_1,AUS
Coral Sea Islands Territory,Australia,AUS.3_1,AUS
Jervis Bay Territory,Australia,AUS.4_1,AUS
New South Wales,Australia,AUS.5_1,AUS
Northern Territory,Australia,AUS.6_1,AUS
Queensland,Australia,AUS.7_1,AUS
South Australia,Australia,AUS.8_1,AUS
Tasmania,Australia,AUS.9_1,AUS
Victoria,Australia,AUS.10_1,AUS
Western Australia,Australia,AUS.11_1,AUS
Burgenland,Austria,AUT.1_1,AUT
Kärnten,Austria,AUT.2_1,AUT
Niederösterreich,Austria,AUT.3_1,AUT
Oberösterreich,Austria,AUT.4_1,AUT
Salzburg,Austria,AUT.5_1,AUT
Steiermark,Austria,AUT.6_1,AUT
Tirol,Austria,AUT.7_1,AUT
Vorarlberg,Austria,AUT.8_1,AUT
Wien,Austria,AUT.9_1,AUT
Absheron,Azerbaijan,AZE.1_1,AZE
Aran,Azerbaijan,AZE.2_1,AZE
Daglig-Shirvan,Azerbaijan,AZE.3_1,AZE
Ganja-Qazakh,Azerbaijan,AZE.4_1,AZE
Kalbajar-Lachin,Azerbaijan,AZE.5_1,AZE
Lankaran,Azerbaijan,AZE.6_1,AZE
Nakhchivan,Azerbaijan,AZE.7_1,AZE
Quba-Khachmaz,Azerbaijan,AZE.8_1,AZE
Shaki-Zaqatala,Azerbaijan,AZE.9_1,AZE
Yukhari-Karabakh,Azerbaijan,AZE.10_1,AZE
Acklins,Bahamas,BHS.1_1,BHS
Berry Islands,Bahamas,BHS.2_1,BHS
Biminis,Bahamas,BHS.3_1,BHS
Black Point,Bahamas,BHS.4_1,BHS
Cat Island,Bahamas,BHS.5_1,BHS
Central Abaco,Bahamas,BHS.6_1,BHS
Central Andros,Bahamas,BHS.7_1,BHS
Central Eleuthera,Bahamas,BHS.8_1,BHS
City of Freeport,Bahamas,BHS.9_1,BHS
Crooked Island,Bahamas,BHS.10_1,BHS
East Grand Bahama,Bahamas,BHS.11_1,BHS
Exuma,Bahamas,BHS.12_1,BHS
Grand Cay,Bahamas,BHS.13_1,BHS
Harbour Island,Bahamas,BHS.14_1,BHS
Hope Town,Bahamas,BHS.15_1,BHS
Inagua,Bahamas,BHS.16_1,BHS
Long Island,Bahamas,BHS.17_1,BHS
Mangrove Cay,Bahamas,BHS.18_1,BHS
Mayaguana,Bahamas,BHS.19_1,BHS
Moore's Island,Bahamas,BHS.20_1,BHS
New Providence,Bahamas,BHS.21_1,BHS
North Abaco,Bahamas,BHS.22_1,BHS
North Andros,Bahamas,BHS.23_1,BHS
North Eleuthera,Bahamas,BHS.24_1,BHS
Ragged Island,Bahamas,BHS.25_1,BHS
Rum Cay,Bahamas,BHS.26_1,BHS
San Salvador,Bahamas,BHS.27_1,BHS
South Abaco,Bahamas,BHS.28_1,BHS
South Andros,Bahamas,BHS.29_1,BHS
South Eleuthera,Bahamas,BHS.30_1,BHS
Spanish Wells,Bahamas,BHS.31_1,BHS
West Grand Bahama,Bahamas,BHS.32_1,BHS
Capital,Bahrain,BHR.1_1,BHR
Central,Bahrain,BHR.2_1,BHR
Muharraq,Bahrain,BHR.3_1,BHR
Northern,Bahrain,BHR.4_1,BHR
Southern,Bahrain,BHR.5_1,BHR
Barisal,Bangladesh,BGD.1_1,BGD
Chittagong,Bangladesh,BGD.2_1,BGD
Dhaka,Bangladesh,BGD.3_1,BGD
Khulna,Bangladesh,BGD.4_1,BGD
Rajshahi,Bangladesh,BGD.5_1,BGD
Rangpur,Bangladesh,BGD.6_1,BGD
Sylhet,Bangladesh,BGD.7_1,BGD
Christ Church,Barbados,BRB.1_1,BRB
Saint Andrew,Barbados,BRB.2_1,BRB
Saint George,Barbados,BRB.3_1,BRB
Saint James,Barbados,BRB.4_1,BRB
Saint John,Barbados,BRB.5_1,BRB
Saint Joseph,Barbados,BRB.6_1,BRB
Saint Lucy,Barbados,BRB.7_1,BRB
Saint Michael,Barbados,BRB.8_1,BRB
Saint Peter,Barbados,BRB.9_1,BRB
Saint Philip,Barbados,BRB.10_1,BRB
Saint Thomas,Barbados,BRB.11_1,BRB
Brest,Belarus,BLR.1_1,BLR
Homyel',Belarus,BLR.2_1,BLR
Hrodna,Belarus,BLR.3_1,BLR
Mahilyow,Belarus,BLR.4_1,BLR
Minsk,Belarus,BLR.5_1,BLR
Vitsyebsk,Belarus,BLR.6_1,BLR
Bruxelles,Belgium,BEL.1_1,BEL
Vlaanderen,Belgium,BEL.2_1,BEL
Wallonie,Belgium,BEL.3_1,BEL
Belize,Belize,BLZ.1_1,BLZ
Cayo,Belize,BLZ.2_1,BLZ
Corozal,Belize,BLZ.3_1,BLZ
Orange Walk,Belize,BLZ.4_1,BLZ
Stann Creek,Belize,BLZ.5_1,BLZ
Toledo,Belize,BLZ.6_1,BLZ
Alibori,Benin,BEN.1_1,BEN
Atakora,Benin,BEN.2_1,BEN
Atlantique,Benin,BEN.3_1,BEN
Borgou,Benin,BEN.4_1,BEN
Collines,Benin,BEN.5_1,BEN
Donga,Benin,BEN.6_1,BEN
Kouffo,Benin,BEN.7_1,BEN
Littoral,Benin,BEN.8_1,BEN
Mono,Benin,BEN.9_1,BEN
Ouémé,Benin,BEN.10_1,BEN
Plateau,Benin,BEN.11_1,BEN
Zou,Benin,BEN.12_1,BEN
Devonshire,Bermuda,BMU.1_1,BMU
Hamilton,Bermuda,BMU.2_1,BMU
Hamilton Municipality,Bermuda,BMU.3_1,BMU
Paget,Bermuda,BMU.4_1,BMU
Pembroke,Bermuda,BMU.5_1,BMU
Saint George's,Bermuda,BMU.6_1,BMU
Saint George municipality,Bermuda,BMU.7_1,BMU
Sandys,Bermuda,BMU.8_1,BMU
Smiths,Bermuda,BMU.9_1,BMU
Southampton,Bermuda,BMU.10_1,BMU
Warwick,Bermuda,BMU.11_1,BMU
Bumthang,Bhutan,BTN.1_1,BTN
Chhukha,Bhutan,BTN.2_1,BTN
Dagana,Bhutan,BTN.3_1,BTN
Gasa,Bhutan,BTN.4_1,BTN
Haa,Bhutan,BTN.5_1,BTN
Lhuentse,Bhutan,BTN.6_1,BTN
Monggar,Bhutan,BTN.7_1,BTN
Paro,Bhutan,BTN.8_1,BTN
Pemagatshel,Bhutan,BTN.9_1,BTN
Punakha,Bhutan,BTN.10_1,BTN
Samdrupjongkhar,Bhutan,BTN.11_1,BTN
Samtse,Bhutan,BTN.12_1,BTN
Sarpang,Bhutan,BTN.13_1,BTN
Thimphu,Bhutan,BTN.14_1,BTN
Trashigang,Bhutan,BTN.15_1,BTN
Trongsa,Bhutan,BTN.16_1,BTN
Tsirang,Bhutan,BTN.17_1,BTN
Wangduephodrang,Bhutan,BTN.18_1,BTN
Yangtse,Bhutan,BTN.19_1,BTN
Zhemgang,Bhutan,BTN.20_1,BTN
Chuquisaca,Bolivia,BOL.1_1,BOL
Cochabamba,Bolivia,BOL.2_1,BOL
El Beni,Bolivia,BOL.3_1,BOL
La Paz,Bolivia,BOL.4_1,BOL
Oruro,Bolivia,BOL.5_1,BOL
Pando,Bolivia,BOL.6_1,BOL
Potosí,Bolivia,BOL.7_1,BOL
Santa Cruz,Bolivia,BOL.8_1,BOL
Tarija,Bolivia,BOL.9_1,BOL
Bonaire,"Bonaire, Sint Eustatius and Saba",BES.1_1,BES
Saba,"Bonaire, Sint Eustatius and Saba",BES.2_1,BES
Sint Eustatius,"Bonaire, Sint Eustatius and Saba",BES.3_1,BES
Brčko,Bosnia and Herzegovina,BIH.1_1,BIH
Federacija Bosna i Hercegovina,Bosnia and Herzegovina,BIH.2_1,BIH
Repuplika Srpska,Bosnia and Herzegovina,BIH.3_1,BIH
Central,Botswana,BWA.1_1,BWA
Chobe,Botswana,BWA.2_1,BWA
Francistown,Botswana,BWA.3_1,BWA
Gaborone,Botswana,BWA.4_1,BWA
Ghanzi,Botswana,BWA.5_1,BWA
Jwaneng,Botswana,BWA.6_1,BWA
Kgalagadi,Botswana,BWA.7_1,BWA
Kgatleng,Botswana,BWA.8_1,BWA
Kweneng,Botswana,BWA.9_1,BWA
Lobatse,Botswana,BWA.10_1,BWA
North-East,Botswana,BWA.11_1,BWA
North-West,Botswana,BWA.12_1,BWA
Selibe Phikwe,Botswana,BWA.13_1,BWA
South-East,Botswana,BWA.14_1,BWA
Southern,Botswana,BWA.15_1,BWA
Sowa,Botswana,BWA.16_1,BWA
NA,Bouvet Island,NA,BVT
Acre,Brazil,BRA.1_1,BRA
Alagoas,Brazil,BRA.2_1,BRA
Amapá,Brazil,BRA.3_1,BRA
Amazonas,Brazil,BRA.4_1,BRA
Bahia,Brazil,BRA.5_1,BRA
Ceará,Brazil,BRA.6_1,BRA
Distrito Federal,Brazil,BRA.7_1,BRA
Espírito Santo,Brazil,BRA.8_1,BRA
Goiás,Brazil,BRA.9_1,BRA
Maranhão,Brazil,BRA.10_1,BRA
Mato Grosso do Sul,Brazil,BRA.11_1,BRA
Mato Grosso,Brazil,BRA.12_1,BRA
Minas Gerais,Brazil,BRA.13_1,BRA
Pará,Brazil,BRA.14_1,BRA
Paraíba,Brazil,BRA.15_1,BRA
Paraná,Brazil,BRA.16_1,BRA
Pernambuco,Brazil,BRA.17_1,BRA
Piauí,Brazil,BRA.18_1,BRA
Rio de Janeiro,Brazil,BRA.19_1,BRA
Rio Grande do Norte,Brazil,BRA.20_1,BRA
Rio Grande do Sul,Brazil,BRA.21_1,BRA
Rondônia,Brazil,BRA.22_1,BRA
Roraima,Brazil,BRA.23_1,BRA
Santa Catarina,Brazil,BRA.24_1,BRA
São Paulo,Brazil,BRA.25_1,BRA
Sergipe,Brazil,BRA.26_1,BRA
Tocantins,Brazil,BRA.27_1,BRA
NA,British Indian Ocean Territory,NA,IOT
Anegada,British Virgin Islands,VGB.1_1,VGB
Jost Van Dyke,British Virgin Islands,VGB.2_1,VGB
Other Islands,British Virgin Islands,VGB.3_1,VGB
Tortola,British Virgin Islands,VGB.4_1,VGB
Virgin Gorda,British Virgin Islands,VGB.5_1,VGB
Belait,Brunei,BRN.1_1,BRN
Brunei and Muara,Brunei,BRN.2_1,BRN
Temburong,Brunei,BRN.3_1,BRN
Tutong,Brunei,BRN.4_1,BRN
Blagoevgrad,Bulgaria,BGR.1_1,BGR
Burgas,Bulgaria,BGR.2_1,BGR
Dobrich,Bulgaria,BGR.3_1,BGR
Gabrovo,Bulgaria,BGR.4_1,BGR
Grad Sofiya,Bulgaria,BGR.5_1,BGR
Haskovo,Bulgaria,BGR.6_1,BGR
Kardzhali,Bulgaria,BGR.7_1,BGR
Kyustendil,Bulgaria,BGR.8_1,BGR
Lovech,Bulgaria,BGR.9_1,BGR
Montana,Bulgaria,BGR.10_1,BGR
Pazardzhik,Bulgaria,BGR.11_1,BGR
Pernik,Bulgaria,BGR.12_1,BGR
Pleven,Bulgaria,BGR.13_1,BGR
Plovdiv,Bulgaria,BGR.14_1,BGR
Razgrad,Bulgaria,BGR.15_1,BGR
Ruse,Bulgaria,BGR.16_1,BGR
Shumen,Bulgaria,BGR.17_1,BGR
Silistra,Bulgaria,BGR.18_1,BGR
Sliven,Bulgaria,BGR.19_1,BGR
Smolyan,Bulgaria,BGR.20_1,BGR
Sofia,Bulgaria,BGR.21_1,BGR
Stara Zagora,Bulgaria,BGR.22_1,BGR
Targovishte,Bulgaria,BGR.23_1,BGR
Varna,Bulgaria,BGR.24_1,BGR
Veliko Tarnovo,Bulgaria,BGR.25_1,BGR
Vidin,Bulgaria,BGR.26_1,BGR
Vratsa,Bulgaria,BGR.27_1,BGR
Yambol,Bulgaria,BGR.28_1,BGR
Boucle du Mouhoun,Burkina Faso,BFA.1_1,BFA
Cascades,Burkina Faso,BFA.2_1,BFA
Centre-Est,Burkina Faso,BFA.3_1,BFA
Centre-Nord,Burkina Faso,BFA.4_1,BFA
Centre-Ouest,Burkina Faso,BFA.5_1,BFA
Centre-Sud,Burkina Faso,BFA.6_1,BFA
Centre,Burkina Faso,BFA.7_1,BFA
Est,Burkina Faso,BFA.8_1,BFA
Haut-Bassins,Burkina Faso,BFA.9_1,BFA
Nord,Burkina Faso,BFA.10_1,BFA
Plateau-Central,Burkina Faso,BFA.11_1,BFA
Sahel,Burkina Faso,BFA.12_1,BFA
Sud-Ouest,Burkina Faso,BFA.13_1,BFA
Bubanza,Burundi,BDI.1_1,BDI
Bujumbura Mairie,Burundi,BDI.2_1,BDI
Bujumbura Rural,Burundi,BDI.3_1,BDI
Bururi,Burundi,BDI.4_1,BDI
Cankuzo,Burundi,BDI.5_1,BDI
Cibitoke,Burundi,BDI.6_1,BDI
Gitega,Burundi,BDI.7_1,BDI
Karuzi,Burundi,BDI.8_1,BDI
Kayanza,Burundi,BDI.9_1,BDI
Kirundo,Burundi,BDI.10_1,BDI
Makamba,Burundi,BDI.11_1,BDI
Muramvya,Burundi,BDI.12_1,BDI
Muyinga,Burundi,BDI.13_1,BDI
Mwaro,Burundi,BDI.14_1,BDI
Ngozi,Burundi,BDI.15_1,BDI
Rutana,Burundi,BDI.16_1,BDI
Ruyigi,Burundi,BDI.17_1,BDI
Bântéay Méanchey,Cambodia,KHM.1_1,KHM
Batdâmbâng,Cambodia,KHM.2_1,KHM
Kâmpóng Cham,Cambodia,KHM.3_1,KHM
Kâmpóng Chhnang,Cambodia,KHM.4_1,KHM
Kâmpóng Spœ,Cambodia,KHM.5_1,KHM
Kâmpóng Thum,Cambodia,KHM.6_1,KHM
Kâmpôt,Cambodia,KHM.7_1,KHM
Kândal,Cambodia,KHM.8_1,KHM
Kaôh Kong,Cambodia,KHM.9_1,KHM
Kep,Cambodia,KHM.10_1,KHM
Krâchéh,Cambodia,KHM.11_1,KHM
Krong Pailin,Cambodia,KHM.12_1,KHM
Krong Preah Sihanouk,Cambodia,KHM.13_1,KHM
Môndól Kiri,Cambodia,KHM.14_1,KHM
Otdar Mean Chey,Cambodia,KHM.15_1,KHM
Phnom Penh,Cambodia,KHM.16_1,KHM
Pouthisat,Cambodia,KHM.17_1,KHM
Preah Vihéar,Cambodia,KHM.18_1,KHM
Prey Vêng,Cambodia,KHM.19_1,KHM
Rôtânôkiri,Cambodia,KHM.20_1,KHM
Siemréab,Cambodia,KHM.21_1,KHM
Stœng Trêng,Cambodia,KHM.22_1,KHM
Svay Rieng,Cambodia,KHM.23_1,KHM
Takêv,Cambodia,KHM.24_1,KHM
Tbong Khmum,Cambodia,KHM.25_1,KHM
Adamaoua,Cameroon,CMR.1_1,CMR
Centre,Cameroon,CMR.2_1,CMR
Est,Cameroon,CMR.3_1,CMR
Extrême-Nord,Cameroon,CMR.4_1,CMR
Littoral,Cameroon,CMR.5_1,CMR
Nord-Ouest,Cameroon,CMR.6_1,CMR
Nord,Cameroon,CMR.7_1,CMR
Ouest,Cameroon,CMR.8_1,CMR
Sud-Ouest,Cameroon,CMR.9_1,CMR
Sud,Cameroon,CMR.10_1,CMR
Alberta,Canada,CAN.1_1,CAN
British Columbia,Canada,CAN.2_1,CAN
Manitoba,Canada,CAN.3_1,CAN
New Brunswick,Canada,CAN.4_1,CAN
Newfoundland and Labrador,Canada,CAN.5_1,CAN
Northwest Territories,Canada,CAN.6_1,CAN
Nova Scotia,Canada,CAN.7_1,CAN
Nunavut,Canada,CAN.8_1,CAN
Ontario,Canada,CAN.9_1,CAN
Prince Edward Island,Canada,CAN.10_1,CAN
Québec,Canada,CAN.11_1,CAN
Saskatchewan,Canada,CAN.12_1,CAN
Yukon,Canada,CAN.13_1,CAN
Boa Vista,Cape Verde,CPV.1_1,CPV
Brava,Cape Verde,CPV.2_1,CPV
Maio,Cape Verde,CPV.3_1,CPV
Mosteiros,Cape Verde,CPV.4_1,CPV
Paúl,Cape Verde,CPV.5_1,CPV
Porto Novo,Cape Verde,CPV.6_1,CPV
Praia,Cape Verde,CPV.7_1,CPV
Ribeira Brava,Cape Verde,CPV.8_1,CPV
Ribeira Grande,Cape Verde,CPV.9_1,CPV
Ribeira Grande de Santiago,Cape Verde,CPV.10_1,CPV
Sal,Cape Verde,CPV.11_1,CPV
Santa Catarina,Cape Verde,CPV.12_1,CPV
Santa Catarina do Fogo,Cape Verde,CPV.13_1,CPV
Santa Cruz,Cape Verde,CPV.14_1,CPV
São Domingos,Cape Verde,CPV.15_1,CPV
São Filipe,Cape Verde,CPV.16_1,CPV
São Lourenço dos Órgãos,Cape Verde,CPV.17_1,CPV
São Miguel,Cape Verde,CPV.18_1,CPV
São Salvador do Mundo,Cape Verde,CPV.19_1,CPV
São Vicente,Cape Verde,CPV.20_1,CPV
Tarrafal,Cape Verde,CPV.21_1,CPV
Tarrafal de São Nicolau,Cape Verde,CPV.22_1,CPV
Bodden Town,Cayman Islands,CYM.1_1,CYM
Cayman Brac,Cayman Islands,CYM.2_1,CYM
East End,Cayman Islands,CYM.3_1,CYM
George Town,Cayman Islands,CYM.4_1,CYM
Little Cayman,Cayman Islands,CYM.5_1,CYM
North Side,Cayman Islands,CYM.6_1,CYM
West Bay,Cayman Islands,CYM.7_1,CYM
Bamingui-Bangoran,Central African Republic,CAF.1_1,CAF
Bangui,Central African Republic,CAF.2_1,CAF
Basse-Kotto,Central African Republic,CAF.3_1,CAF
Haut-Mbomou,Central African Republic,CAF.4_1,CAF
Haute-Kotto,Central African Republic,CAF.5_1,CAF
Kémo,Central African Republic,CAF.6_1,CAF
Lobaye,Central African Republic,CAF.7_1,CAF
Mambéré-Kadéï,Central African Republic,CAF.8_1,CAF
Mbomou,Central African Republic,CAF.9_1,CAF
Nana-Grébizi,Central African Republic,CAF.10_1,CAF
Nana-Mambéré,Central African Republic,CAF.11_1,CAF
Ombella-M'Poko,Central African Republic,CAF.12_1,CAF
Ouaka,Central African Republic,CAF.13_1,CAF
Ouham-Pendé,Central African Republic,CAF.14_1,CAF
Ouham,Central African Republic,CAF.15_1,CAF
Sangha-Mbaéré,Central African Republic,CAF.16_1,CAF
Vakaga,Central African Republic,CAF.17_1,CAF
Barh el Ghazel,Chad,TCD.1_1,TCD
Batha,Chad,TCD.2_1,TCD
Borkou,Chad,TCD.3_1,TCD
Chari-Baguirmi,Chad,TCD.4_1,TCD
Ennedi Est,Chad,TCD.5_1,TCD
Ennedi Ouest,Chad,TCD.6_1,TCD
Guéra,Chad,TCD.7_1,TCD
Hadjer-Lamis,Chad,TCD.8_1,TCD
Kanem,Chad,TCD.9_1,TCD
Lac,Chad,TCD.10_1,TCD
Logone Occidental,Chad,TCD.11_1,TCD
Logone Oriental,Chad,TCD.12_1,TCD
Mandoul,Chad,TCD.13_1,TCD
Mayo-Kebbi Est,Chad,TCD.14_1,TCD
Mayo-Kebbi Ouest,Chad,TCD.15_1,TCD
Moyen-Chari,Chad,TCD.16_1,TCD
Ouaddaï,Chad,TCD.17_1,TCD
Salamat,Chad,TCD.18_1,TCD
Sila,Chad,TCD.19_1,TCD
Tandjilé,Chad,TCD.20_1,TCD
Tibesti,Chad,TCD.21_1,TCD
Ville de N'Djamena,Chad,TCD.22_1,TCD
Wadi Fira,Chad,TCD.23_1,TCD
Aisén del General Carlos Ibáñez del Campo,Chile,CHL.1_1,CHL
Antofagasta,Chile,CHL.2_1,CHL
Araucanía,Chile,CHL.3_1,CHL
Arica y Parinacota,Chile,CHL.4_1,CHL
Atacama,Chile,CHL.5_1,CHL
Bío-Bío,Chile,CHL.6_1,CHL
Coquimbo,Chile,CHL.7_1,CHL
Libertador General Bernardo O'Higgins,Chile,CHL.8_1,CHL
Los Lagos,Chile,CHL.9_1,CHL
Los Ríos,Chile,CHL.10_1,CHL
Magallanes y Antártica Chilena,Chile,CHL.11_1,CHL
Maule,Chile,CHL.12_1,CHL
Ñuble,Chile,CHL.13_1,CHL
Región Metropolitana de Santiago,Chile,CHL.14_1,CHL
Tarapacá,Chile,CHL.15_1,CHL
Valparaíso,Chile,CHL.16_1,CHL
Anhui,China,CHN.1_1,CHN
